1200, EB-9, -64.04, [-64.04], 1179.11, [1179.11]
1200, EB-10, -61.67, [-61.67], 1135.58, [1135.58]
1200, EB-11, -64.23, [-64.23], 150.99, [150.99]
1200, EB-12, -61.02, [-61.02], 744.01, [744.01]
1200, EB-13, -57.55, [-57.55], 899.24, [899.24]
1200, EB-14, -60.84, [-60.84], 1158.15, [1158.15]
1200, EB-8, -63.66, [-63.66], 1113.94, [1113.94]
1200, EB-7, -37.88, [-37.88], 940.5, [940.5]
1200, EB-6, -68.95, [-68.95], 1200.85, [1200.85]
1200, EB-5, -42.39, [-42.39], 520.16, [520.16]
1200, EB-4, -54.88, [-54.88], 1456.26, [1456.26]
1200, EB-3, -41.14, [-41.14], 898.42, [898.42]
1200, EB-2, -41.47, [-41.47], 1241.63, [1241.63]
1200, EB-1, -40.36, [-40.36], 1191.87, [1191.87]
1200, EB-9, -65.56, [-65.56], 337.34, [337.34]
1200, EB-10, -61.74, [-61.74], 1134.36, [1134.36]
1200, EB-11, -63.12, [-63.12], 1225.39, [1225.39]
1200, EB-12, -60.25, [-60.25], 907.35, [907.35]
1200, EB-13, -58.24, [-58.24], 1195.1, [1195.1]
1200, EB-14, -60.97, [-60.97], 1034.73, [1034.73]
1200, EB-8, -63.14, [-63.14], 1025.47, [1025.47]
1200, EB-7, -35.82, [-35.82], 1164.68, [1164.68]
1200, EB-6, -69.98, [-69.98], 1240.19, [1240.19]
1200, EB-5, -40.31, [-40.31], 1292.53, [1292.53]
1200, EB-4, -54.45, [-54.45], 1390.94, [1390.94]
1200, EB-3, -40.59, [-40.59], 1178.7, [1178.7]
1200, EB-2, -40.33, [-40.33], 167.74, [167.74]
1200, EB-1, -40.21, [-40.21], 877.02, [877.02]
1200, EB-9, -64.69, [-64.69], 1286.23, [1286.23]
1200, EB-10, -62.0, [-62.0], 1221.04, [1221.04]
1200, EB-11, -63.51, [-63.51], 989.28, [989.28]
1200, EB-12, -60.73, [-60.73], 392.09, [392.09]
1200, EB-13, -57.26, [-57.26], 1239.16, [1239.16]
1200, EB-14, -61.71, [-61.71], 312.24, [312.24]
1200, EB-8, -64.18, [-64.18], 821.13, [821.13]
1200, EB-7, -38.34, [-38.34], 379.85, [379.85]
1200, EB-6, -70.09, [-70.09], 721.37, [721.37]
1200, EB-5, -38.68, [-38.68], 638.58, [638.58]
1200, EB-4, -53.45, [-53.45], 1255.24, [1255.24]
1200, EB-3, -37.62, [-37.62], 583.45, [583.45]
1200, EB-2, -42.2, [-42.2], 986.14, [986.14]
1200, EB-1, -41.37, [-41.37], 907.31, [907.31]
1200, EB-9, -65.0, [-65.0], 973.42, [973.42]
1200, EB-10, -61.68, [-61.68], 604.76, [604.76]
1200, EB-11, -64.18, [-64.18], 1177.97, [1177.97]
1200, EB-12, -58.81, [-58.81], 925.74, [925.74]
1200, EB-13, -59.78, [-59.78], 716.17, [716.17]
1200, EB-14, -60.89, [-60.89], 165.25, [165.25]
1200, EB-8, -63.08, [-63.08], 384.98, [384.98]
1200, EB-7, -35.03, [-35.03], 872.23, [872.23]
1200, EB-6, -71.44, [-71.44], 1212.9, [1212.9]
1200, EB-5, -40.83, [-40.83], 576.26, [576.26]
1200, EB-4, -55.75, [-55.75], 1422.31, [1422.31]
1200, EB-3, -39.02, [-39.02], 936.27, [936.27]
1200, EB-2, -45.15, [-45.15], 1026.46, [1026.46]
1200, EB-1, -41.08, [-41.08], 1319.13, [1319.13]
1200, EB-9, -64.61, [-64.61], 949.1, [949.1]
1200, EB-10, -59.9, [-59.9], 966.87, [966.87]
1200, EB-11, -63.52, [-63.52], 403.42, [403.42]
1200, EB-12, -59.46, [-59.46], 274.32, [274.32]
1200, EB-13, -57.75, [-57.75], 1165.33, [1165.33]
1200, EB-14, -61.28, [-61.28], 324.58, [324.58]
1200, EB-8, -63.65, [-63.65], 1248.15, [1248.15]
1200, EB-7, -36.04, [-36.04], 274.54, [274.54]
1200, EB-6, -71.26, [-71.26], 1277.47, [1277.47]
1200, EB-5, -40.28, [-40.28], 1081.96, [1081.96]
1200, EB-4, -52.67, [-52.67], 259.35, [259.35]
1200, EB-3, -39.86, [-39.86], 1309.31, [1309.31]
1200, EB-2, -42.86, [-42.86], 1175.37, [1175.37]
1200, EB-1, -40.59, [-40.59], 1295.64, [1295.64]
1200, EB-9, -64.13, [-64.13], 1369.09, [1369.09]
1200, EB-10, -61.34, [-61.34], 865.22, [865.22]
1200, EB-11, -63.98, [-63.98], 1232.66, [1232.66]
1200, EB-12, -58.93, [-58.93], 975.06, [975.06]
1200, EB-13, -55.75, [-55.75], 1215.42, [1215.42]
1200, EB-14, -62.77, [-62.77], 850.1, [850.1]
1200, EB-8, -62.69, [-62.69], 539.43, [539.43]
1200, EB-7, -37.72, [-37.72], 1263.19, [1263.19]
1200, EB-6, -69.63, [-69.63], 1083.29, [1083.29]
1200, EB-5, -40.63, [-40.63], 950.93, [950.93]
1200, EB-4, -54.07, [-54.07], 1170.59, [1170.59]
1200, EB-3, -42.91, [-42.91], 1342.05, [1342.05]
1200, EB-2, -42.18, [-42.18], 1141.85, [1141.85]
1200, EB-1, -40.86, [-40.86], 1074.97, [1074.97]
1200, EB-9, -65.3, [-65.3], 812.98, [812.98]
1200, EB-10, -61.06, [-61.06], 1004.99, [1004.99]
1200, EB-11, -64.48, [-64.48], 1267.23, [1267.23]
1200, EB-12, -59.8, [-59.8], 368.56, [368.56]
1200, EB-13, -57.21, [-57.21], 1153.21, [1153.21]
1200, EB-14, -62.53, [-62.53], 942.94, [942.94]
1200, EB-8, -62.79, [-62.79], 951.6, [951.6]
1200, EB-7, -41.08, [-41.08], 1029.84, [1029.84]
1200, EB-6, -70.44, [-70.44], 458.27, [458.27]
1200, EB-5, -40.03, [-40.03], 1209.32, [1209.32]
1200, EB-4, -55.51, [-55.51], 1519.63, [1519.63]
1200, EB-3, -38.17, [-38.17], 562.58, [562.58]
1200, EB-2, -39.87, [-39.87], 268.06, [268.06]
1200, EB-1, -41.81, [-41.81], 341.35, [341.35]
1200, EB-9, -65.31, [-65.31], 504.45, [504.45]
1200, EB-10, -61.38, [-61.38], 1164.84, [1164.84]
1200, EB-11, -64.9, [-64.9], 468.31, [468.31]
1200, EB-12, -61.01, [-61.01], 804.14, [804.14]
