16

7
11.4 226.7
0.0 16.0
131.5 0.0
171.9 43.8
161.0 185.8
106.5 277.7
31.1 277.1

16
10.3 23.2
55.9 21.9
63.5 0.0
180.3 4.1
193.1 600.1
215.1 604.3
215.9 687.6
138.8 716.8
124.7 710.1
120.5 721.9
43.3 721.2
4.1 677.0
20.3 463.2
0.0 409.8
13.9 376.6
0.7 314.9

13
0.0 21.5
61.2 20.3
67.3 1.3
170.4 0.0
192.2 42.4
188.1 395.6
219.9 457.6
190.3 497.2
190.9 497.2
190.6 584.2
147.5 607.8
49.5 595.5
15.5 554.7

11
5.8 215.1
0.0 30.8
164.3 0.0
184.8 46.8
180.7 580.0
154.4 650.1
74.0 651.1
40.5 600.6
58.5 577.5
50.3 282.5
11.4 252.9

17
6.2 675.4
20.7 151.2
0.0 111.1
0.0 32.8
156.5 0.0
199.3 44.5
188.2 259.3
209.8 313.2
194.0 347.7
212.1 427.6
174.0 447.7
174.8 601.4
198.5 609.1
198.9 698.0
139.0 703.7
134.1 728.3
24.0 727.1

15
0.0 457.1
4.5 28.5
90.7 23.2
96.1 1.7
179.4 0.0
204.8 42.9
195.9 575.0
149.7 594.1
146.9 620.6
61.3 621.2
35.8 575.8
43.7 538.1
31.7 533.5
31.3 507.9
2.6 497.3

13
17.7 578.0
30.3 473.7
0.0 413.5
36.9 370.5
41.8 6.9
147.7 0.0
183.2 46.8
181.4 507.7
200.9 512.4
201.5 602.5
132.9 607.3
128.5 631.7
40.5 629.1

14
0.0 0.0
739.9 1.1
741.7 38.7
384.0 73.8
669.9 78.1
729.2 137.8
728.9 200.8
684.5 266.8
649.8 221.1
171.8 222.0
163.5 251.1
64.1 248.4
60.7 182.0
41.1 177.1

14
0.0 0.0
838.3 1.4
840.7 20.7
723.3 50.0
727.6 50.0
740.2 165.3
678.9 226.4
187.0 227.1
183.3 247.3
97.2 249.3
65.3 197.6
73.3 176.5
60.0 171.0
77.2 80.2

10
15.5 335.7
0.0 26.2
49.0 20.7
54.6 0.0
150.0 0.2
168.2 326.9
132.7 364.0
110.4 363.9
123.1 388.0
40.0 384.0

11
0.0 275.1
38.9 0.0
95.2 53.0
96.9 87.7
418.6 79.8
423.0 270.7
371.5 210.3
137.9 211.2
129.3 232.2
78.8 226.6
70.2 254.1

11
0.2 0.0
79.6 144.8
337.0 143.3
339.5 118.8
417.1 120.8
423.3 251.8
387.7 281.7
95.8 275.7
95.2 284.1
36.2 360.0
0.0 0.0

10
0.0 24.1
57.4 23.6
47.4 6.7
125.5 0.0
174.0 56.2
144.2 78.6
145.0 257.1
176.2 265.7
168.0 368.0
11.9 358.6

15
0.0 288.7
41.0 29.2
95.1 29.7
107.2 0.0
175.2 33.2
445.2 42.2
449.5 14.7
560.7 24.9
558.0 81.4
588.9 114.9
557.2 130.9
563.9 221.7
560.9 227.1
590.0 237.1
606.6 297.1

14
0.0 0.0
608.9 22.8
571.8 86.1
542.9 90.0
545.7 272.8
475.1 289.0
467.1 244.1
166.0 245.0
158.7 295.6
48.5 293.2
48.3 150.0
30.5 138.3
45.0 71.6
16.9 64.1

14
9.2 330.4
26.5 327.5
27.4 257.2
0.0 68.7
29.4 61.4
36.6 38.0
248.4 0.0
234.8 541.7
163.9 443.1
143.6 443.8
139.4 469.5
34.8 468.3
29.7 442.5
3.1 436.3

