16

12
0.0 75.4
15.5 61.3
13.1 7.6
30.4 0.4
564.9 0.0
606.6 27.2
605.5 91.2
578.8 106.1
567.3 93.0
59.8 83.1
57.8 106.1
21.1 107.0

15
0.0 56.8
1.7 28.1
46.9 25.9
51.6 0.0
98.0 3.0
86.8 560.2
108.3 564.7
108.7 606.0
71.0 612.5
66.0 639.0
23.8 636.1
4.6 608.4
23.8 594.4
32.7 364.2
24.9 50.2

23
12.4 323.2
49.5 312.4
47.7 97.3
1.2 100.3
0.0 54.8
49.2 34.3
59.2 51.7
98.9 50.9
100.5 0.0
147.0 2.0
150.1 26.6
190.0 53.6
145.6 68.5
131.1 285.0
174.2 282.1
175.2 327.4
147.7 332.8
127.7 362.3
119.0 331.8
97.4 331.3
98.5 377.5
54.6 379.1
48.6 354.0

16
0.0 389.7
44.4 380.2
79.0 46.0
146.2 47.1
147.0 0.0
193.4 0.0
194.0 348.9
242.5 347.0
243.3 393.8
217.7 397.7
194.5 433.9
183.9 396.7
88.1 396.8
78.7 455.5
36.2 448.0
35.8 425.3

36
0.0 103.0
2.7 61.0
48.4 60.0
55.5 33.9
242.8 64.6
266.0 48.8
487.1 30.0
503.1 58.6
601.1 51.8
590.7 4.0
635.0 0.0
647.6 28.8
678.6 46.2
643.6 55.1
642.2 68.1
688.4 64.3
691.8 107.0
665.7 115.0
642.5 154.6
624.1 115.0
511.0 120.7
509.1 170.5
461.8 172.8
416.6 124.3
453.7 104.2
334.1 79.6
329.2 128.3
280.7 170.7
247.2 130.0
95.3 136.6
100.7 184.0
58.0 185.8
51.6 160.4
13.3 137.2
50.8 126.6
52.1 111.9

23
9.1 221.9
32.1 133.8
0.0 95.8
25.0 70.0
26.8 26.0
51.6 2.0
87.0 24.1
95.9 0.0
138.6 0.4
155.9 26.1
144.0 44.3
212.4 52.0
229.9 82.0
203.9 100.5
193.6 240.2
122.9 241.9
106.7 297.4
86.5 304.8
91.9 321.3
52.8 322.3
28.8 293.5
50.7 271.4
18.1 266.4

15
8.3 280.2
26.1 44.1
0.0 37.8
5.9 0.0
179.4 16.3
230.1 4.2
241.4 44.8
345.8 118.8
328.4 129.6
319.8 251.8
340.9 260.5
336.6 298.3
55.9 287.4
46.0 311.4
12.7 308.5

11
0.0 34.7
288.9 23.3
291.7 0.5
330.2 0.0
338.3 227.9
363.1 232.7
363.6 268.0
340.2 281.0
76.8 280.9
72.3 303.2
37.2 305.1

33
9.6 184.2
22.0 157.8
0.0 147.2
0.7 92.2
35.4 85.3
35.0 25.9
58.6 12.2
69.2 23.8
152.6 21.1
157.4 0.0
192.3 1.1
196.0 45.7
245.2 67.4
251.7 86.9
347.8 100.1
354.6 83.8
390.1 86.4
390.3 134.4
411.7 151.2
411.2 186.5
385.8 198.4
353.7 188.3
302.2 219.7
261.5 209.1
239.1 227.2
237.2 272.5
212.6 287.3
201.0 274.0
98.1 274.9
93.1 295.4
56.4 295.4
44.6 272.7
52.5 235.0

30
0.0 295.7
13.5 287.3
0.3 73.3
25.9 62.8
72.5 76.5
79.4 59.0
105.5 57.6
113.3 24.4
137.0 14.8
196.8 28.8
227.9 7.2
246.1 34.6
243.4 64.8
280.7 87.4
287.7 70.0
310.7 68.5
316.1 37.3
349.2 0.0
390.6 11.5
407.7 43.1
382.3 56.6
364.8 204.9
374.9 219.2
292.2 247.7
264.9 329.0
245.5 319.7
143.9 348.6
119.3 370.5
92.3 316.6
18.7 326.8

13
6.7 16.4
357.8 22.3
362.7 0.0
399.5 0.0
402.9 229.9
425.3 235.1
424.4 271.8
401.3 283.8
391.3 273.3
72.0 269.5
66.6 290.9
31.2 291.5
0.0 59.7

12
0.0 36.1
6.1 0.0
220.1 13.9
230.8 219.5
259.9 224.8
257.0 262.1
231.6 277.9
221.6 260.8
71.1 251.3
64.7 268.7
27.5 268.6
25.0 43.2

15
19.2 295.3
21.7 72.3
0.0 68.3
1.0 17.9
277.8 20.4
283.2 0.0
328.2 1.1
331.5 163.0
354.8 157.5
354.1 197.9
315.7 199.9
232.6 303.7
75.8 299.5
70.9 325.0
27.9 325.6

11
13.8 276.7
0.0 30.2
331.5 22.9
336.0 0.0
391.9 2.0
394.7 213.4
415.6 219.7
414.4 274.8
79.2 281.7
72.0 306.7
20.3 305.2

14
0.0 58.0
17.8 10.8
51.0 18.8
59.4 0.0
81.0 30.3
183.1 66.7
251.5 52.5
254.9 106.5
227.4 127.9
207.6 111.2
135.7 113.8
128.2 127.0
77.0 134.5
62.3 72.1

13
0.0 269.3
18.3 97.6
1.6 89.2
2.9 34.2
343.0 22.9
348.8 0.0
402.7 2.0
405.5 200.0
427.4 205.5
426.3 261.8
66.3 272.6
61.4 303.4
8.2 299.4

