2400, shapes2, -82.76, [-82.76], 719.01, [719.01]
2400, swim, -73.26, [-73.26], 1226.86, [1226.86]
2400, fu, -89.06, [-89.06], 454.99, [454.99]
2400, jackobs1, -89.09, [-89.09], 1695.74, [1695.74]
2400, trousers, -88.97, [-88.97], 1553.0, [1553.0]
2400, jackobs2, -80.89, [-80.89], 191.04, [191.04]
2400, albano, -88.23, [-88.23], 2151.91, [2151.91]
2400, shirts, -86.2, [-86.2], 1063.22, [1063.22]
2400, dagli, -85.61, [-85.61], 608.57, [608.57]
2400, mao, -83.49, [-83.49], 1497.53, [1497.53]
2400, marques, -87.56, [-87.56], 194.58, [194.58]
2400, shapes2, -82.23, [-82.23], 608.11, [608.11]
2400, swim, -74.15, [-74.15], 2458.2, [2458.2]
2400, swim, -70.33, [-70.33], 2584.14, [2584.14]
2400, shapes2, -82.49, [-82.49], 1778.59, [1778.59]
2400, jackobs1, -89.09, [-89.09], 568.72, [568.72]
2400, dighe1, -92.62, [-92.62], 350.94, [350.94]
2400, dighe2, -100.0, [-100.0], 16.62, [16.62]
2400, trousers, 0.33, [0.33], 346.93, [346.93]
2400, jackobs2, -80.42, [-80.42], 1039.64, [1039.64]
2400, shapes0, -62.34, [-62.34], 1783.26, [1783.26]
2400, shapes1, -68.75, [-68.75], 2094.2, [2094.2]
2400, albano, -86.81, [-86.81], 1750.74, [1750.74]
2400, shirts, -85.55, [-85.55], 2495.95, [2495.95]
2400, swim, -70.39, [-70.39], 2444.83, [2444.83]
